,bdate,education_form,relation,education_status,langs,occupation_type,career_start,career_end,result
354,,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
355,,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
356,26.10.1991,Full-time,6.0,Student (Specialist),Русский,work,2013,False,1
357,11.12.1984,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
358,12.3.1989,Full-time,1.0,Student (Specialist),Русский,university,2005,1986,0
359,,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2006,False,1
360,19.3.1985,Full-time,0.0,Alumnus (Specialist),Русский,work,False,False,1
361,31.10.1970,Full-time,4.0,Alumnus (Specialist),Русский,work,2012,False,1
362,30.6,,0.0,Alumnus (Bachelor's),False,work,False,False,1
363,16.4,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
364,20.5.1987,Full-time,4.0,Alumnus (Specialist),Русский,university,2007,2011,1
365,28.5,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
366,8.2.1993,Full-time,0.0,Student (Specialist),Русский;Українська;Беларуская (тарашкевiца);English,university,False,False,1
367,26.6.1986,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
368,,Distance Learning,4.0,Alumnus (Specialist),Русский,work,2004,False,1
369,,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
370,6.9.1986,Distance Learning,4.0,Student (Bachelor's),Русский;English,work,2007,False,0
371,9.8,Distance Learning,1.0,Student (Bachelor's),Русский,university,False,False,1
372,10.8.1982,Full-time,4.0,Alumnus (Specialist),Русский,work,2007,False,0
373,,Full-time,2.0,Alumnus (Specialist),False,university,False,False,0
374,27.12,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
375,10.7.1983,Distance Learning,4.0,Student (Specialist),Русский,work,2004,False,0
376,5.8.1991,Full-time,7.0,Student (Bachelor's),False,university,False,False,1
377,27.5.1992,Full-time,0.0,Alumnus (Bachelor's),False,work,False,False,1
378,18.1,,4.0,Alumnus (Master's),False,university,False,False,1
379,6.7.1989,Full-time,4.0,Student (Specialist),False,university,False,False,1
380,8.9.1991,,3.0,Alumnus (Master's),Русский;Українська;English,university,False,False,1
381,,Full-time,1.0,Alumnus (Master's),False,university,False,False,0
382,13.1,Full-time,0.0,Alumnus (Specialist),Русский;Українська;English,university,2012,False,1
383,17.4,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
384,30.10.1986,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
385,7.7.1994,Full-time,0.0,Alumnus (Bachelor's),Русский,university,False,False,0
386,8.8.1990,Full-time,0.0,PhD,Русский,university,False,False,0
387,30.5.1985,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
388,,Full-time,0.0,Student (Bachelor's),Русский,university,2008,2014,1
389,12.6,Full-time,4.0,Candidate of Sciences,Русский,university,False,False,0
390,,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
391,8.4,Full-time,0.0,Alumnus (Specialist),Русский,work,2009,False,1
392,6.1.1988,Full-time,4.0,Student (Bachelor's),False,work,2005,False,0
393,8.6.1984,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
394,4.8.1988,Full-time,4.0,Student (Specialist),Русский;English,university,2009,2021,1
395,27.4.1989,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
396,20.7,Full-time,1.0,Student (Specialist),Русский;English,work,2011,2008,0
397,,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
398,3.10,Distance Learning,1.0,Alumnus (Specialist),Русский,university,False,False,1
399,7.3.1991,Full-time,1.0,PhD,English,university,False,False,0
400,10.6.1988,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
401,8.2.1991,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
402,26.9.1995,Full-time,0.0,Student (Bachelor's),Русский;English;Français,work,2017,False,1
403,16.11,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
404,1.6.1990,Full-time,0.0,Alumnus (Specialist),Русский;English,work,2008,False,0
405,3.3,Full-time,4.0,Student (Specialist),Русский,work,False,False,0
406,11.1,Full-time,4.0,Alumnus (Specialist),Русский,work,2015,False,1
407,1.7.1982,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
408,9.4,Full-time,4.0,Alumnus (Specialist),Русский,work,2016,2008,0
409,6.6,Full-time,0.0,Alumnus (Specialist),Русский;English,university,False,False,0
410,7.5.1987,Distance Learning,7.0,Student (Specialist),Русский,work,2012,False,0
411,22.11.1987,Full-time,4.0,Student (Specialist),False,university,False,False,0
412,14.6,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
413,3.10.1986,Full-time,1.0,Alumnus (Master's),Українська;Русский;English;Deutsch,university,False,False,1
414,,Full-time,4.0,Alumnus (Master's),Русский,university,False,False,0
415,,Distance Learning,4.0,Student (Bachelor's),Русский,work,2008,False,0
416,6.6.1974,Distance Learning,4.0,Alumnus (Specialist),Русский,work,False,False,0
417,23.3.1990,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
418,,Full-time,1.0,Student (Specialist),Русский;English;Italiano;Deutsch,university,False,False,1
419,,Full-time,0.0,Alumnus (Master's),Русский,university,False,False,1
420,3.4.1993,,0.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
421,28.3.1989,Distance Learning,1.0,Alumnus (Bachelor's),Русский,university,False,False,1
422,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
423,19.6,Full-time,6.0,Student (Specialist),Русский,work,2008,False,0
424,21.7,Full-time,0.0,Student (Specialist),Русский;English,university,False,False,1
425,12.11.1992,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
426,14.12.1990,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
427,16.2.1993,Full-time,0.0,Student (Specialist),Русский,university,False,False,0
428,21.3.1989,Full-time,7.0,Alumnus (Specialist),Русский;English;Français,work,2017,False,1
429,4.3,Full-time,0.0,Student (Specialist),Русский,university,2015,2017,0
430,,Full-time,0.0,Alumnus (Specialist),فارسی,university,1984,1998,0
431,16.8.1974,Full-time,4.0,Alumnus (Specialist),Русский,work,1997,False,0
432,29.8.1994,Full-time,1.0,Alumnus (Bachelor's),False,university,False,False,1
433,16.8.1986,Full-time,0.0,Student (Specialist),Русский;English,work,False,False,1
434,31.8.1986,Full-time,0.0,Alumnus (Specialist),Русский,university,2010,2015,1
435,25.1,Full-time,0.0,Alumnus (Bachelor's),English,university,False,False,1
436,29.9.1991,Full-time,1.0,Student (Specialist),Русский,university,False,False,0
437,26.1,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,1
438,7.6.1989,Full-time,4.0,Student (Specialist),Русский,work,2011,False,1
439,26.8.1992,Full-time,0.0,Student (Specialist),False,university,False,False,1
440,24.1.1988,Full-time,7.0,Student (Specialist),Русский,work,False,False,1
441,8.5,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,1
442,17.8,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
443,28.6.1993,Full-time,0.0,Student (Specialist),False,university,False,False,0
444,17.5.1986,Full-time,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
445,20.11.1992,,0.0,Student (Specialist),False,university,False,False,1
446,,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
447,,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
448,26.6.1988,Full-time,0.0,Student (Specialist),Русский,university,2007,2017,0
449,16.8,Distance Learning,4.0,Alumnus (Bachelor's),Русский,university,False,False,1
450,21.12.1993,Full-time,4.0,Alumnus (Bachelor's),False,work,False,False,1
451,21.12.1993,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,0
452,27.7.1988,Full-time,4.0,Alumnus (Specialist),False,university,False,False,0
453,2.8,Full-time,4.0,Alumnus (Specialist),False,university,1998,2009,1
454,24.5.1986,Full-time,7.0,Alumnus (Specialist),Українська,work,False,False,1
455,,Full-time,0.0,Alumnus (Specialist),Русский,university,2010,2013,0
456,,Full-time,0.0,Alumnus (Specialist),English,university,False,False,1
457,1.12.1988,Distance Learning,6.0,Alumnus (Specialist),Русский,work,2013,False,0
458,8.5.1987,,0.0,Alumnus (Specialist),False,university,False,False,1
459,10.11,Distance Learning,0.0,Alumnus (Master's),False,,False,False,1
460,23.7.1991,Distance Learning,0.0,Student (Specialist),Русский,university,False,False,0
461,29.8.1990,Distance Learning,1.0,PhD,Русский;Українська;English,university,2005,False,0
462,24.12.1984,Full-time,0.0,Alumnus (Specialist),Русский,work,2007,False,0
463,3.7.1990,Full-time,4.0,Student (Specialist),False,university,False,False,1
464,16.5.1978,Distance Learning,4.0,Student (Specialist),False,work,2001,2001,0
465,9.10,Full-time,0.0,Student (Specialist),Русский,university,False,False,1
466,,Full-time,4.0,Student (Bachelor's),Русский,university,False,False,0
467,29.7.1994,Full-time,0.0,Student (Bachelor's),Русский,university,False,False,1
468,25.9,,1.0,Student (Specialist),Русский,university,2018,False,1
469,7.9.1990,Full-time,4.0,Student (Specialist),Русский,work,2007,False,0
470,17.8,Distance Learning,0.0,Alumnus (Specialist),Русский,university,False,False,1
471,29.6.1972,,0.0,Alumnus (Specialist),False,university,2006,2011,1
472,12.3.1993,Full-time,0.0,Student (Specialist),Русский;English;Français,work,False,False,1
473,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
474,,Full-time,0.0,Alumnus (Specialist),Русский;English;ʻŌlelo Hawaiʻi,university,False,False,1
475,1.7.2000,Full-time,3.0,Alumnus (Bachelor's),Русский,university,False,False,1
476,20.3,Full-time,1.0,Alumnus (Bachelor's),Русский,work,2017,False,1
477,29.5.1990,Full-time,6.0,Student (Specialist),Русский;English,university,2012,2018,0
478,,Distance Learning,4.0,Student (Specialist),Русский;English;Polski,work,False,False,0
479,29.11.1991,Full-time,0.0,Student (Specialist),Русский,,False,False,1
480,,Full-time,0.0,Student (Specialist),False,university,False,False,0
481,9.9,Full-time,4.0,Student (Master's),False,university,False,False,1
482,,Full-time,0.0,Alumnus (Specialist),Русский;English,university,False,False,1
483,19.9.1986,Distance Learning,4.0,Student (Specialist),False,university,False,False,0
484,26.4.1989,Full-time,4.0,Student (Specialist),Русский,work,2014,False,0
485,9.3,Full-time,1.0,Alumnus (Specialist),Русский,work,2009,False,1
486,5.3.1988,Full-time,4.0,Student (Specialist),False,university,False,False,0
487,15.9,Full-time,4.0,Alumnus (Specialist),Русский,work,1998,False,1
488,22.6,Distance Learning,4.0,Student (Specialist),Русский,university,False,False,1
489,24.6,Full-time,0.0,Alumnus (Specialist),False,university,False,False,1
490,6.2.1982,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
491,,Full-time,4.0,Candidate of Sciences,Русский,university,False,False,1
492,8.1.1998,,0.0,Student (Bachelor's),Русский,,False,False,1
493,4.12.1994,Full-time,0.0,Student (Bachelor's),Русский;Deutsch;Українська,university,False,False,1
494,,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
495,28.2.1987,Full-time,0.0,Student (Bachelor's),Русский;English;Français,work,2006,False,1
496,23.11.1988,Full-time,4.0,Student (Bachelor's),Русский,work,2013,False,0
497,25.4.1990,Distance Learning,0.0,Student (Bachelor's),Русский;English,university,False,False,1
498,20.8,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,0
499,28.9,Full-time,4.0,Alumnus (Bachelor's),Русский;English;Български;Español,university,False,False,1
500,,Full-time,2.0,Student (Master's),Русский;Українська;English,university,False,False,1
501,1.4,,0.0,PhD,Русский;English,university,False,False,0
502,23.9.1992,Full-time,1.0,Student (Specialist),False,university,False,False,1
503,28.11,,4.0,Alumnus (Specialist),Русский,work,2006,False,0
504,,Full-time,4.0,Alumnus (Specialist),Русский,work,2008,False,1
505,21.3,Full-time,4.0,Student (Master's),Русский;日本語,work,False,False,0
506,28.11.1991,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
507,13.6.1981,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,1
508,23.10,,0.0,Alumnus (Specialist),Русский,university,False,False,1
509,17.9.1981,Full-time,0.0,Alumnus (Specialist),Русский,work,2006,False,1
510,,Full-time,4.0,Alumnus (Specialist),Русский,university,False,False,0
511,21.8.1993,Distance Learning,0.0,Student (Bachelor's),Українська,university,False,False,1
512,,,0.0,Alumnus (Specialist),Русский,work,2009,False,1
513,21.2.1994,Full-time,0.0,Alumnus (Bachelor's),False,work,False,False,1
514,3.1.1986,Full-time,7.0,Alumnus (Specialist),Русский,work,2008,False,1
515,21.3,Full-time,0.0,Alumnus (Specialist),Русский,university,False,False,1
516,,Distance Learning,2.0,Undergraduate applicant,Русский;Українська;English,university,False,False,0
517,16.5.1993,Part-time,2.0,Student (Bachelor's),Русский;English;日本語;Español;Português,work,False,False,1
518,27.5.1982,Distance Learning,4.0,Alumnus (Specialist),Русский,work,False,False,0
519,5.2,Full-time,4.0,PhD,Русский;Башҡортса,university,False,False,0
520,19.3.1975,Full-time,4.0,Alumnus (Specialist),False,university,False,False,1
521,28.2.1974,Full-time,1.0,Alumnus (Specialist),Русский,university,False,False,0
522,19.2.1995,Full-time,0.0,Alumnus (Bachelor's),Русский,work,False,False,1
523,27.2,Full-time,1.0,Student (Specialist),Русский,university,False,False,1
524,30.5,Full-time,0.0,Alumnus (Specialist),False,university,False,False,0
525,11.12,Distance Learning,4.0,Alumnus (Specialist),Русский,university,False,False,0
526,19.7.1995,Full-time,4.0,Alumnus (Bachelor's),Русский;English,university,False,False,1
